date,amount,vendor,location,transaction_type
2024-02-18,5232,Swiggy,Bangalore,Online
2024-02-28,7131,Amazon,Bangalore,Transfer
2024-01-21,8876,Flipkart,Pune,Online
2024-01-10,6232,Amazon,Mumbai,Online
2024-02-21,9593,Flipkart,Mumbai,Food
2024-02-04,123342,Unknown,Bangalore,Online
2024-02-20,7484,Flipkart,Mumbai,Online
2024-02-13,209442,Unknown,Bangalore,Online
2024-01-08,3307,Zomato,Mumbai,Food
2024-01-04,153865,Unknown,Pune,Food
2024-01-14,7398,Flipkart,Delhi,Food
2024-01-09,2350,Zomato,Bangalore,Food
2024-01-15,8700,Swiggy,Bangalore,Online
2024-01-31,8898,Flipkart,Bangalore,Online
2024-01-14,156765,Unknown,Bangalore,Transfer
2024-02-19,8103,Amazon,Delhi,Online
2024-01-11,4999,Zomato,Pune,Transfer
2024-01-16,77363,Unknown,Pune,Food
2024-01-23,5456,Flipkart,Pune,Transfer
2024-02-25,8968,Flipkart,Delhi,Transfer
2024-02-17,6655,Amazon,Pune,Food
2024-02-02,1685,Zomato,Bangalore,Transfer
2024-01-08,3912,Amazon,Pune,Food
2024-01-28,552,Swiggy,Mumbai,Food
2024-01-23,2970,Swiggy,Pune,Food
2024-02-21,176014,Unknown,Bangalore,Transfer
2024-01-09,55910,Unknown,Pune,Online
2024-02-10,7263,Zomato,Pune,Food
2024-01-25,4223,Flipkart,Pune,Food
2024-02-07,2481,Amazon,Delhi,Online
2024-01-31,9185,Swiggy,Delhi,Food
2024-02-17,5987,Flipkart,Delhi,Transfer
2024-02-03,9859,Swiggy,Delhi,Food
2024-02-04,8557,Flipkart,Delhi,Transfer
2024-01-02,150670,Unknown,Pune,Online
2024-02-27,2841,Flipkart,Delhi,Food
2024-01-27,6518,Flipkart,Pune,Food
2024-01-11,5950,Swiggy,Mumbai,Transfer
2024-02-13,7889,Flipkart,Mumbai,Transfer
2024-02-06,4017,Amazon,Bangalore,Online
2024-01-11,94457,Unknown,Delhi,Food
2024-02-10,180451,Unknown,Mumbai,Online
2024-02-29,4468,Swiggy,Bangalore,Online
2024-02-21,175216,Unknown,Mumbai,Food
2024-01-13,78995,Unknown,Bangalore,Transfer
2024-01-01,71298,Unknown,Delhi,Food
2024-02-01,203484,Unknown,Delhi,Online
2024-01-21,7024,Flipkart,Mumbai,Online
2024-02-27,2145,Amazon,Mumbai,Food
2024-02-02,1844,Zomato,Pune,Online
2024-02-26,8635,Zomato,Bangalore,Online
2024-01-06,248035,Unknown,Mumbai,Transfer
2024-02-06,9135,Flipkart,Mumbai,Transfer
2024-02-16,8808,Flipkart,Pune,Food
2024-02-01,279039,Unknown,Bangalore,Food
2024-01-11,7174,Flipkart,Bangalore,Food
2024-01-15,7890,Zomato,Bangalore,Food
2024-02-18,175849,Unknown,Pune,Online
2024-02-11,148560,Unknown,Mumbai,Online
2024-01-29,7652,Zomato,Mumbai,Food
2024-02-08,199595,Unknown,Pune,Food
2024-02-08,5703,Flipkart,Pune,Food
2024-02-25,8546,Swiggy,Mumbai,Transfer
2024-01-16,5141,Amazon,Delhi,Online
2024-02-05,215668,Unknown,Delhi,Online
2024-02-04,7617,Flipkart,Delhi,Transfer
2024-01-23,2464,Zomato,Mumbai,Transfer
2024-01-19,5935,Amazon,Pune,Food
2024-02-02,252809,Unknown,Pune,Transfer
2024-01-17,5450,Flipkart,Mumbai,Online
2024-02-08,1331,Amazon,Mumbai,Online
2024-01-15,7130,Flipkart,Delhi,Transfer
2024-01-14,271298,Unknown,Bangalore,Online
2024-02-18,2227,Swiggy,Delhi,Transfer
2024-02-12,6206,Flipkart,Pune,Online
2024-02-26,1873,Swiggy,Delhi,Online
2024-01-29,9442,Amazon,Delhi,Transfer
2024-02-13,296761,Unknown,Mumbai,Transfer
2024-01-15,149903,Unknown,Mumbai,Transfer
2024-02-14,7317,Swiggy,Mumbai,Food
2024-01-12,5972,Amazon,Pune,Online
2024-02-09,6735,Zomato,Delhi,Online
2024-02-05,6129,Swiggy,Pune,Food
2024-01-23,233877,Unknown,Mumbai,Transfer
2024-02-10,268852,Unknown,Delhi,Food
2024-01-03,7861,Amazon,Bangalore,Food
2024-02-04,9351,Amazon,Pune,Food
2024-02-16,9441,Amazon,Delhi,Food
2024-01-14,5127,Flipkart,Delhi,Transfer
2024-02-04,1847,Flipkart,Bangalore,Food
2024-02-25,9708,Flipkart,Mumbai,Transfer
2024-01-10,6625,Amazon,Delhi,Transfer
2024-02-27,6895,Flipkart,Bangalore,Transfer
2024-02-27,3893,Flipkart,Pune,Transfer
2024-02-21,2909,Flipkart,Delhi,Food
2024-01-16,6653,Swiggy,Delhi,Online
2024-01-01,9810,Zomato,Bangalore,Online
2024-02-16,2747,Zomato,Mumbai,Online
2024-01-12,198976,Unknown,Bangalore,Online
2024-02-10,6287,Swiggy,Delhi,Transfer
2024-01-08,7500,Swiggy,Pune,Transfer
2024-01-08,3347,Swiggy,Pune,Online
2024-01-16,889,Swiggy,Bangalore,Food
2024-02-17,3127,Swiggy,Mumbai,Online
2024-02-23,5266,Swiggy,Mumbai,Online
2024-01-25,3712,Swiggy,Bangalore,Food
2024-02-22,2185,Swiggy,Pune,Food
2024-02-01,5933,Flipkart,Delhi,Transfer
2024-01-17,6323,Flipkart,Delhi,Food
2024-01-19,3385,Amazon,Delhi,Food
2024-01-03,1508,Amazon,Delhi,Transfer
2024-02-03,6585,Swiggy,Pune,Food
2024-01-26,4412,Amazon,Delhi,Online
2024-01-20,233565,Unknown,Mumbai,Online
2024-02-26,3974,Amazon,Mumbai,Online
2024-01-19,1423,Amazon,Delhi,Food
2024-01-29,7985,Amazon,Delhi,Transfer
2024-01-25,4889,Zomato,Mumbai,Online
2024-01-09,7472,Zomato,Pune,Food
2024-01-28,2801,Zomato,Bangalore,Food
2024-01-22,7360,Amazon,Mumbai,Transfer
2024-01-10,1032,Flipkart,Bangalore,Food
2024-02-29,8229,Zomato,Delhi,Food
2024-02-11,7138,Zomato,Pune,Food
2024-01-04,9142,Zomato,Pune,Transfer
2024-02-18,186381,Unknown,Mumbai,Food
2024-01-23,7053,Zomato,Delhi,Online
2024-02-10,138286,Unknown,Delhi,Food
2024-01-10,6007,Amazon,Bangalore,Food
2024-01-16,7576,Zomato,Bangalore,Food
2024-01-04,9963,Swiggy,Bangalore,Transfer
2024-02-27,189868,Unknown,Delhi,Food
2024-02-07,93769,Unknown,Mumbai,Food
2024-02-20,9359,Flipkart,Pune,Online
2024-02-16,9770,Swiggy,Pune,Online
2024-02-26,5502,Zomato,Bangalore,Food
2024-02-11,4127,Swiggy,Bangalore,Transfer
2024-01-08,7318,Amazon,Mumbai,Transfer
2024-01-08,4049,Amazon,Mumbai,Food
2024-01-09,8848,Flipkart,Pune,Online
2024-02-21,1694,Amazon,Bangalore,Food
2024-01-09,4303,Flipkart,Pune,Online
2024-01-12,1690,Swiggy,Bangalore,Transfer
2024-01-17,9020,Flipkart,Delhi,Food
2024-01-04,79902,Unknown,Mumbai,Transfer
2024-02-03,4769,Zomato,Bangalore,Food
2024-02-13,2941,Amazon,Bangalore,Food
2024-02-01,175037,Unknown,Delhi,Transfer
2024-02-02,7895,Swiggy,Pune,Transfer
2024-01-17,6702,Amazon,Bangalore,Online
2024-01-30,7004,Amazon,Bangalore,Transfer
2024-01-04,697,Amazon,Bangalore,Food
2024-02-23,1060,Swiggy,Bangalore,Food
2024-01-28,9763,Swiggy,Pune,Online
2024-01-18,938,Zomato,Mumbai,Food
2024-01-09,212427,Unknown,Pune,Food
2024-01-31,5878,Flipkart,Bangalore,Transfer
2024-01-18,130181,Unknown,Bangalore,Online
2024-01-16,2049,Amazon,Bangalore,Online
2024-01-05,3634,Amazon,Pune,Food
2024-01-22,196412,Unknown,Mumbai,Transfer
2024-02-25,9668,Swiggy,Mumbai,Transfer
2024-01-20,149505,Unknown,Mumbai,Food
2024-01-26,3612,Flipkart,Delhi,Transfer
2024-01-27,7610,Amazon,Pune,Online
2024-02-27,240908,Unknown,Pune,Food
2024-01-01,4533,Amazon,Mumbai,Transfer
2024-02-21,5397,Flipkart,Pune,Online
2024-01-31,9638,Zomato,Bangalore,Food
2024-02-13,8929,Swiggy,Mumbai,Transfer
2024-01-17,5659,Zomato,Bangalore,Online
2024-01-20,3327,Amazon,Bangalore,Food
2024-02-28,6705,Zomato,Pune,Food
2024-01-21,279940,Unknown,Pune,Transfer
2024-01-04,202336,Unknown,Bangalore,Transfer
2024-01-09,8562,Flipkart,Pune,Online
2024-02-23,8797,Flipkart,Pune,Food
2024-01-14,6389,Amazon,Bangalore,Transfer
2024-02-09,8160,Amazon,Pune,Food
2024-01-22,7342,Flipkart,Delhi,Online
2024-02-24,5850,Swiggy,Delhi,Online
2024-02-09,5941,Zomato,Delhi,Food
2024-02-05,2455,Zomato,Delhi,Food
2024-02-17,187561,Unknown,Delhi,Transfer
2024-02-06,1906,Zomato,Bangalore,Transfer
2024-03-01,8911,Amazon,Delhi,Food
2024-01-25,9923,Swiggy,Mumbai,Online
2024-01-05,832,Flipkart,Mumbai,Transfer
2024-01-22,4347,Swiggy,Pune,Transfer
2024-01-23,9807,Swiggy,Pune,Online
2024-01-26,140177,Unknown,Delhi,Online
2024-02-03,9980,Flipkart,Delhi,Food
2024-02-14,211950,Unknown,Bangalore,Transfer
2024-01-07,6795,Zomato,Pune,Transfer
2024-02-02,2220,Amazon,Mumbai,Transfer
2024-02-13,3093,Zomato,Delhi,Food
2024-01-28,5174,Amazon,Mumbai,Food
2024-01-10,8124,Zomato,Pune,Food
2024-02-20,1688,Flipkart,Delhi,Transfer
2024-01-30,5180,Swiggy,Bangalore,Transfer
2024-01-09,138634,Unknown,Pune,Food
2024-02-19,1764,Swiggy,Mumbai,Transfer
2024-02-15,9493,Zomato,Pune,Food
2024-01-12,4247,Swiggy,Pune,Food
2024-03-01,727,Swiggy,Bangalore,Transfer
2024-01-23,105606,Unknown,Mumbai,Transfer
2024-02-02,9948,Swiggy,Bangalore,Online
2024-02-02,2501,Flipkart,Mumbai,Transfer
2024-02-04,251407,Unknown,Delhi,Food
2024-01-31,238802,Unknown,Pune,Transfer
2024-02-10,7880,Flipkart,Pune,Online
2024-02-08,3830,Amazon,Delhi,Food
2024-01-01,6384,Flipkart,Pune,Transfer
2024-02-02,9409,Flipkart,Bangalore,Transfer
2024-02-21,7600,Amazon,Bangalore,Food
2024-01-29,6752,Swiggy,Mumbai,Transfer
2024-01-29,6543,Swiggy,Mumbai,Transfer
2024-01-30,5279,Amazon,Bangalore,Transfer
2024-02-11,8568,Swiggy,Pune,Food
2024-02-09,7946,Amazon,Pune,Transfer
2024-01-13,295714,Unknown,Mumbai,Online
2024-02-03,264973,Unknown,Mumbai,Transfer
2024-02-13,514,Zomato,Bangalore,Transfer
2024-02-24,8193,Amazon,Pune,Online
2024-02-19,3762,Flipkart,Delhi,Online
2024-02-25,7296,Zomato,Pune,Transfer
2024-01-14,220118,Unknown,Bangalore,Food
2024-01-26,9199,Swiggy,Delhi,Transfer
2024-02-19,9664,Swiggy,Pune,Food
2024-02-20,8723,Zomato,Mumbai,Online
2024-02-24,4672,Swiggy,Delhi,Food
2024-01-12,8266,Swiggy,Bangalore,Online
2024-01-12,847,Zomato,Mumbai,Transfer
2024-02-11,6464,Zomato,Delhi,Transfer
2024-01-16,7108,Swiggy,Pune,Transfer
2024-01-29,7720,Swiggy,Mumbai,Online
2024-02-02,9545,Flipkart,Pune,Transfer
2024-01-04,7932,Zomato,Mumbai,Online
2024-01-10,9159,Zomato,Delhi,Food
2024-01-01,7169,Flipkart,Delhi,Transfer
2024-01-03,6214,Amazon,Bangalore,Online
2024-02-09,3778,Zomato,Delhi,Food
2024-01-08,222672,Unknown,Bangalore,Online
2024-01-11,4238,Swiggy,Pune,Food
2024-01-18,6885,Flipkart,Bangalore,Food
2024-02-18,3704,Amazon,Bangalore,Online
2024-02-16,639,Zomato,Delhi,Online
2024-01-23,7469,Flipkart,Bangalore,Online
2024-02-24,3856,Amazon,Mumbai,Online
2024-01-30,4701,Swiggy,Mumbai,Transfer
2024-01-11,6212,Zomato,Delhi,Food
2024-01-18,7548,Amazon,Mumbai,Food
2024-02-11,7514,Zomato,Pune,Food
2024-01-20,1792,Zomato,Delhi,Transfer
2024-01-17,77705,Unknown,Bangalore,Online
2024-01-14,7743,Zomato,Mumbai,Online
2024-02-02,7968,Swiggy,Pune,Online
2024-01-21,1943,Amazon,Bangalore,Food
2024-02-05,1868,Zomato,Pune,Transfer
2024-02-02,181060,Unknown,Delhi,Transfer
2024-01-11,4779,Flipkart,Pune,Food
2024-01-16,7036,Swiggy,Delhi,Online
2024-01-14,7810,Zomato,Mumbai,Online
2024-01-22,8659,Amazon,Pune,Online
2024-02-09,7118,Flipkart,Pune,Food
2024-02-02,9835,Flipkart,Mumbai,Online
2024-02-14,3089,Zomato,Bangalore,Food
2024-01-25,8100,Swiggy,Pune,Transfer
2024-01-15,502,Flipkart,Bangalore,Transfer
2024-01-07,4375,Zomato,Bangalore,Transfer
2024-02-24,5192,Flipkart,Pune,Food
2024-01-08,4959,Amazon,Bangalore,Food
2024-01-17,7530,Zomato,Delhi,Transfer
2024-02-11,9297,Swiggy,Mumbai,Online
2024-01-26,1839,Flipkart,Bangalore,Transfer
2024-02-17,4808,Zomato,Delhi,Food
2024-01-02,698,Zomato,Pune,Online
2024-02-18,222369,Unknown,Bangalore,Online
2024-01-14,3775,Amazon,Mumbai,Transfer
2024-01-30,5457,Amazon,Bangalore,Food
2024-01-22,2965,Swiggy,Pune,Food
2024-01-25,4854,Flipkart,Bangalore,Online
2024-02-08,5432,Swiggy,Bangalore,Food
2024-02-28,6319,Swiggy,Mumbai,Transfer
2024-02-23,2258,Swiggy,Mumbai,Online
2024-02-09,5954,Zomato,Mumbai,Online
2024-02-24,105271,Unknown,Mumbai,Food
2024-02-03,85026,Unknown,Mumbai,Transfer
2024-02-07,108071,Unknown,Delhi,Transfer
2024-01-21,1234,Zomato,Mumbai,Online
2024-01-18,2278,Flipkart,Delhi,Transfer
2024-01-03,9753,Swiggy,Bangalore,Food
2024-02-17,1868,Amazon,Pune,Transfer
2024-01-07,7365,Swiggy,Bangalore,Food
2024-01-16,9070,Swiggy,Delhi,Transfer
2024-01-03,259078,Unknown,Pune,Food
2024-02-06,3869,Amazon,Pune,Online
2024-02-26,4164,Zomato,Mumbai,Food
2024-02-29,2165,Zomato,Delhi,Online
2024-01-08,7716,Zomato,Pune,Transfer
2024-02-10,134397,Unknown,Mumbai,Food
2024-02-29,1161,Flipkart,Delhi,Online
2024-02-11,1104,Amazon,Mumbai,Food
2024-01-31,185441,Unknown,Pune,Food
2024-02-26,2012,Swiggy,Delhi,Online
2024-02-12,8899,Flipkart,Mumbai,Transfer
2024-02-03,87932,Unknown,Mumbai,Food
2024-01-08,2592,Amazon,Pune,Transfer
2024-02-18,5657,Zomato,Bangalore,Transfer
2024-01-07,78568,Unknown,Mumbai,Online
2024-01-10,830,Swiggy,Delhi,Online
2024-02-03,9228,Zomato,Delhi,Online
2024-02-10,192304,Unknown,Delhi,Food
2024-02-02,6990,Flipkart,Pune,Transfer
2024-01-20,7972,Swiggy,Mumbai,Transfer
2024-02-02,8746,Flipkart,Pune,Transfer
2024-02-10,2276,Zomato,Bangalore,Transfer
2024-01-02,273471,Unknown,Mumbai,Transfer
2024-01-25,119304,Unknown,Pune,Transfer
2024-01-15,5127,Amazon,Pune,Transfer
2024-01-26,264006,Unknown,Pune,Transfer
2024-02-19,5103,Amazon,Bangalore,Online
2024-02-12,6177,Amazon,Bangalore,Online
2024-02-07,102414,Unknown,Bangalore,Transfer
2024-02-22,9952,Zomato,Pune,Online
2024-02-04,9908,Swiggy,Bangalore,Online
2024-01-05,198406,Unknown,Pune,Online
2024-02-09,246716,Unknown,Pune,Food
2024-02-11,5810,Amazon,Mumbai,Online
2024-01-26,7624,Flipkart,Delhi,Transfer
2024-02-29,4703,Swiggy,Delhi,Food
2024-02-29,7904,Swiggy,Bangalore,Food
2024-01-22,298543,Unknown,Delhi,Online
2024-02-25,6833,Flipkart,Mumbai,Online
2024-03-01,3955,Flipkart,Delhi,Food
2024-02-12,835,Amazon,Delhi,Online
2024-01-04,7016,Zomato,Bangalore,Food
2024-01-02,4008,Swiggy,Pune,Transfer
2024-02-15,5331,Flipkart,Bangalore,Food
2024-01-20,9729,Amazon,Mumbai,Online
2024-03-01,105460,Unknown,Delhi,Online
2024-01-03,2616,Zomato,Mumbai,Food
2024-01-05,2627,Flipkart,Pune,Food
2024-02-22,3959,Zomato,Pune,Online
2024-02-08,6303,Zomato,Pune,Online
2024-01-21,7463,Zomato,Pune,Food
2024-02-27,120553,Unknown,Mumbai,Food
2024-01-16,193144,Unknown,Delhi,Online
2024-01-03,7031,Zomato,Bangalore,Food
2024-01-07,4770,Zomato,Bangalore,Online
2024-01-21,692,Swiggy,Bangalore,Transfer
2024-02-01,200380,Unknown,Bangalore,Food
2024-02-08,3637,Swiggy,Pune,Online
2024-02-15,8502,Flipkart,Mumbai,Online
2024-01-03,201452,Unknown,Delhi,Transfer
2024-01-24,6561,Zomato,Mumbai,Food
2024-01-01,7433,Zomato,Mumbai,Transfer
2024-01-04,54321,Unknown,Pune,Online
2024-02-10,7946,Swiggy,Bangalore,Food
2024-02-28,7933,Swiggy,Bangalore,Transfer
2024-01-15,198237,Unknown,Bangalore,Transfer
2024-01-11,8287,Flipkart,Bangalore,Food
2024-02-21,3656,Swiggy,Delhi,Transfer
2024-01-12,3657,Amazon,Delhi,Food
2024-01-06,7878,Zomato,Pune,Transfer
2024-03-01,1382,Amazon,Delhi,Transfer
2024-02-14,892,Zomato,Mumbai,Transfer
2024-02-10,2213,Zomato,Delhi,Transfer
2024-01-26,6758,Zomato,Pune,Transfer
2024-01-27,3440,Zomato,Mumbai,Transfer
2024-01-06,3379,Amazon,Delhi,Online
2024-01-19,3700,Zomato,Pune,Online
2024-02-15,6974,Zomato,Mumbai,Transfer
2024-02-02,7085,Swiggy,Delhi,Online
2024-01-31,7102,Flipkart,Bangalore,Transfer
2024-02-08,2874,Zomato,Bangalore,Online
2024-02-07,203509,Unknown,Mumbai,Transfer
2024-01-05,2361,Zomato,Mumbai,Online
2024-01-31,1143,Amazon,Mumbai,Food
2024-02-27,5509,Amazon,Mumbai,Transfer
2024-01-02,1569,Zomato,Delhi,Online
2024-01-06,8915,Amazon,Delhi,Online
2024-01-01,6135,Flipkart,Delhi,Transfer
2024-01-21,8834,Zomato,Pune,Food
2024-01-13,7072,Flipkart,Pune,Transfer
2024-02-11,162171,Unknown,Pune,Online
2024-01-08,4752,Flipkart,Pune,Food
2024-01-31,2779,Flipkart,Pune,Food
2024-02-10,229032,Unknown,Bangalore,Transfer
2024-02-07,3601,Amazon,Delhi,Food
2024-01-01,3011,Amazon,Pune,Transfer
2024-01-13,245713,Unknown,Pune,Transfer
2024-01-17,9785,Flipkart,Delhi,Transfer
2024-02-25,674,Flipkart,Pune,Transfer
2024-01-04,9736,Zomato,Delhi,Transfer
2024-01-31,8883,Swiggy,Mumbai,Transfer
2024-02-26,8026,Swiggy,Mumbai,Online
2024-02-18,9664,Zomato,Mumbai,Transfer
2024-01-25,4830,Amazon,Bangalore,Transfer
2024-02-05,4859,Swiggy,Bangalore,Transfer
2024-02-04,146735,Unknown,Delhi,Food
2024-01-16,3057,Swiggy,Bangalore,Transfer
2024-02-19,4790,Zomato,Pune,Transfer
2024-01-31,1513,Flipkart,Delhi,Transfer
2024-01-17,6692,Amazon,Pune,Online
2024-01-19,148847,Unknown,Delhi,Transfer
2024-02-29,9801,Zomato,Pune,Food
2024-01-27,876,Flipkart,Delhi,Online
2024-02-17,229472,Unknown,Delhi,Food
2024-01-20,9648,Flipkart,Mumbai,Food
2024-03-01,1553,Amazon,Delhi,Transfer
2024-02-28,1355,Zomato,Pune,Online
2024-02-16,161213,Unknown,Bangalore,Transfer
2024-02-20,5189,Amazon,Bangalore,Food
2024-02-01,6108,Zomato,Delhi,Transfer
2024-01-09,6838,Zomato,Mumbai,Online
2024-02-27,6238,Zomato,Delhi,Transfer
2024-02-04,4416,Amazon,Mumbai,Transfer
2024-02-28,7334,Flipkart,Bangalore,Online
2024-02-16,2853,Amazon,Delhi,Online
2024-01-09,195709,Unknown,Pune,Transfer
2024-01-24,1261,Amazon,Bangalore,Online
2024-01-03,5674,Amazon,Mumbai,Online
2024-01-29,164779,Unknown,Pune,Food
2024-01-05,1274,Flipkart,Mumbai,Online
2024-02-25,140718,Unknown,Pune,Online
2024-02-19,8857,Flipkart,Bangalore,Transfer
2024-01-20,118525,Unknown,Mumbai,Online
2024-02-12,9384,Amazon,Bangalore,Food
2024-02-03,112537,Unknown,Mumbai,Food
2024-01-05,5216,Flipkart,Mumbai,Transfer
2024-01-23,203779,Unknown,Delhi,Transfer
2024-01-05,273251,Unknown,Pune,Transfer
2024-02-07,129274,Unknown,Bangalore,Food
2024-01-12,6905,Flipkart,Mumbai,Transfer
2024-01-16,5315,Zomato,Delhi,Food
2024-01-28,6629,Flipkart,Pune,Online
2024-01-14,5262,Flipkart,Pune,Food
2024-01-15,7367,Zomato,Mumbai,Online
2024-01-13,3224,Flipkart,Bangalore,Online
2024-01-26,6597,Swiggy,Mumbai,Online
2024-02-28,2889,Amazon,Pune,Online
2024-02-13,8880,Zomato,Pune,Food
2024-01-26,2355,Flipkart,Pune,Food
2024-02-17,122311,Unknown,Pune,Transfer
2024-01-10,6127,Zomato,Mumbai,Transfer
2024-02-15,3234,Swiggy,Mumbai,Transfer
2024-03-01,138289,Unknown,Pune,Transfer
2024-02-02,115631,Unknown,Pune,Food
2024-01-11,7249,Amazon,Pune,Transfer
2024-01-26,2071,Swiggy,Pune,Transfer
2024-02-08,4788,Zomato,Pune,Transfer
2024-01-09,162926,Unknown,Delhi,Food
2024-01-13,667,Zomato,Mumbai,Food
2024-01-13,176230,Unknown,Delhi,Transfer
2024-01-15,9317,Swiggy,Mumbai,Transfer
2024-02-24,73989,Unknown,Pune,Online
2024-02-11,2667,Amazon,Bangalore,Food
2024-01-13,1968,Amazon,Bangalore,Transfer
2024-02-29,107537,Unknown,Delhi,Food
2024-01-02,86790,Unknown,Pune,Food
2024-02-27,7489,Zomato,Bangalore,Transfer
2024-01-14,8742,Swiggy,Bangalore,Online
2024-02-05,3189,Swiggy,Pune,Food
2024-01-27,6679,Flipkart,Mumbai,Online
2024-02-07,610,Flipkart,Mumbai,Food
2024-01-05,5959,Flipkart,Bangalore,Online
2024-01-15,5540,Amazon,Pune,Online
2024-01-20,154134,Unknown,Bangalore,Transfer
2024-01-18,1467,Swiggy,Mumbai,Online
2024-03-01,9843,Zomato,Bangalore,Online
2024-01-25,3396,Flipkart,Bangalore,Transfer
2024-01-13,203601,Unknown,Delhi,Online
2024-01-05,4832,Zomato,Delhi,Food
2024-01-25,2380,Swiggy,Bangalore,Transfer
2024-03-01,3362,Swiggy,Delhi,Transfer
2024-01-18,231914,Unknown,Delhi,Online
2024-01-20,2168,Amazon,Bangalore,Food
2024-01-20,173706,Unknown,Bangalore,Online
2024-02-28,4156,Swiggy,Bangalore,Online
2024-02-18,1455,Amazon,Pune,Online
2024-01-07,3070,Flipkart,Delhi,Online
2024-03-01,9671,Zomato,Mumbai,Online
2024-02-03,168641,Unknown,Delhi,Food
2024-02-10,3270,Zomato,Delhi,Transfer
2024-01-11,198657,Unknown,Pune,Food
2024-02-07,8932,Flipkart,Delhi,Food
2024-02-19,164717,Unknown,Bangalore,Transfer
2024-03-01,5931,Amazon,Bangalore,Online
2024-01-18,2159,Amazon,Bangalore,Food
2024-02-09,184187,Unknown,Bangalore,Transfer
2024-02-11,2754,Flipkart,Pune,Online
2024-01-31,176394,Unknown,Bangalore,Transfer
2024-02-13,3910,Zomato,Pune,Online
2024-02-13,9640,Amazon,Mumbai,Transfer
2024-01-06,8539,Flipkart,Delhi,Transfer
2024-01-07,169401,Unknown,Bangalore,Online
2024-02-16,5225,Swiggy,Pune,Transfer
2024-01-14,254302,Unknown,Pune,Food
2024-02-06,296073,Unknown,Pune,Online
2024-02-02,2629,Flipkart,Bangalore,Online
2024-01-07,3705,Amazon,Mumbai,Online
2024-01-24,1059,Zomato,Delhi,Online
2024-01-23,5918,Swiggy,Bangalore,Food
2024-01-25,9026,Flipkart,Mumbai,Food
2024-02-15,172946,Unknown,Bangalore,Food
2024-02-19,115724,Unknown,Mumbai,Transfer
2024-02-22,231647,Unknown,Bangalore,Food
2024-01-15,6411,Swiggy,Pune,Online
2024-01-21,7698,Flipkart,Delhi,Food
2024-02-20,633,Zomato,Delhi,Transfer
2024-02-06,86017,Unknown,Bangalore,Online
2024-01-24,3824,Amazon,Pune,Transfer
2024-01-19,1203,Swiggy,Delhi,Food
2024-02-11,4622,Swiggy,Mumbai,Transfer
2024-02-19,104778,Unknown,Bangalore,Online
2024-02-17,813,Amazon,Delhi,Transfer
2024-02-25,178717,Unknown,Delhi,Food
2024-01-01,7684,Zomato,Delhi,Online
2024-01-02,7498,Swiggy,Pune,Transfer
2024-02-25,8631,Zomato,Delhi,Online
2024-02-24,7372,Swiggy,Delhi,Food
2024-02-02,9100,Amazon,Pune,Food
2024-02-26,9897,Zomato,Pune,Food
2024-02-27,5471,Flipkart,Bangalore,Food
2024-02-11,7491,Zomato,Delhi,Food
2024-01-29,4169,Zomato,Mumbai,Food
2024-02-06,5950,Zomato,Pune,Online
2024-02-23,3151,Zomato,Bangalore,Transfer
2024-02-03,5418,Swiggy,Bangalore,Food
2024-02-13,7725,Swiggy,Pune,Transfer
2024-02-13,1028,Flipkart,Mumbai,Online
2024-01-08,7543,Amazon,Delhi,Transfer
2024-01-18,166677,Unknown,Bangalore,Online
2024-03-01,8920,Amazon,Pune,Online
2024-01-24,2391,Zomato,Delhi,Food
2024-02-18,4706,Flipkart,Bangalore,Food
2024-02-07,5723,Zomato,Bangalore,Transfer
2024-01-15,8062,Zomato,Delhi,Transfer
2024-01-10,8370,Flipkart,Pune,Food
2024-02-10,4847,Swiggy,Mumbai,Online
2024-01-06,6431,Flipkart,Pune,Food
2024-01-02,2583,Zomato,Delhi,Online
2024-02-25,8590,Amazon,Delhi,Online
2024-01-02,2713,Zomato,Bangalore,Food
2024-01-15,8909,Amazon,Bangalore,Online
2024-02-24,2848,Zomato,Delhi,Transfer
2024-01-29,4261,Flipkart,Bangalore,Food
2024-02-01,129520,Unknown,Bangalore,Food
2024-02-11,272215,Unknown,Pune,Online
2024-01-23,7876,Flipkart,Mumbai,Food
2024-01-09,6676,Swiggy,Bangalore,Online
2024-01-21,1158,Zomato,Pune,Transfer
2024-02-09,3730,Zomato,Pune,Online
2024-01-25,6747,Swiggy,Delhi,Online
2024-01-11,6637,Flipkart,Bangalore,Food
2024-02-14,3414,Zomato,Mumbai,Transfer
2024-02-24,9356,Amazon,Pune,Online
2024-01-26,1220,Amazon,Bangalore,Food
2024-01-03,1277,Zomato,Mumbai,Food
2024-01-08,8710,Flipkart,Bangalore,Transfer
2024-01-28,6629,Swiggy,Pune,Food
2024-02-16,1113,Amazon,Delhi,Food
2024-02-10,212496,Unknown,Pune,Transfer
2024-02-24,5887,Flipkart,Pune,Transfer
2024-02-03,2910,Swiggy,Delhi,Transfer
2024-03-01,2609,Flipkart,Mumbai,Online
2024-01-14,6142,Amazon,Mumbai,Food
2024-02-09,8624,Amazon,Mumbai,Online
2024-02-28,653,Swiggy,Delhi,Online
2024-01-26,5437,Zomato,Mumbai,Food
2024-01-03,2787,Amazon,Bangalore,Food
2024-01-27,6821,Flipkart,Delhi,Food
2024-02-04,3377,Zomato,Mumbai,Online
2024-01-20,5938,Zomato,Mumbai,Food
2024-01-27,608,Flipkart,Mumbai,Online
